OP,NOMBRE DE PRODUCTO (IGUAL A LA OP),LOTE,¿BR COMPLETO?,OBSERVACIONES ,UBICACIÓN ASIGNADA,,,,,,
GLH-20,402GL02,2025-02,1000 L,"3800 ML
20 L",FARMATEC,,,,,,
PREV-OX,402PV03,2027-02,19600 KG,25 KG,ITALCOL,,,,,,
Q-SULFATYL-T,402SF03T,2026-02,9800 KG,25 KG,ITALCOL,,,,,,
CIPERMETRINA,402CI04,2027-02,1000 L,1000 ML,RATAR,,,,,,
PREV-OX,402PV04,2027-02,19600 KG,25 KG,ITALCOL,,,,,,
AUROQUINOL 60,402AQ02,2026-02,19600 KG,25 KG,ITALCOL,,,,,,
AVICUR POLVO,402AC02,2027-02,300 KG,12.5 KG,PROQUIVET,,,,,,
Q-SULFATYL-T,402SF04T,2026-02,5600 KG,25 KG,ITALCOL,,,,,,
Q-MUTIN,402MT04,2026-02,19600 KG,25 KG,ITALCOL,,,,,,
Q-CLORMUTIN,402CM01,2026-02,2800 KG,25 KG,ITALCOL,,,,,,
CREO-TAY,403CT04,2026-03,1000 L,"3800 ML
20 L",FARMATEC,,,,,,
CIPERMETRINA,402CI05,2027-02,1000 L,1000 ML,RATAR,,,,,,
CIPERMETRINA,403CI06,2027-03,1000 L,1000 ML,RATAR,,,,,,
VANOVET,403VV02,2027-03,1000 L,"1000 ML
3750 ML
18,75 L",FARMATEC,,,,,,
AUROESENCIAL,403ES02,2026-03,5975 KG,25 KG,ITALCOL,,,,,,
CIPERMETRINA,402CI05,2027-02,1000 L,"20 ML
1000 ML",RATAR,,,,,,
AUROFRESH CHAMPU,403AF01,2026-03,1000 L,120 ML,QOPPA,,,,,,
BRIO PERFORMANCE,403BP01,2026-03,300 KG,2 KG,PROQUIVET,,,,,,
CABATEL NF,403CN01,2026-03,100 L,"20 ML
100 ML
500 ML",QOPPA,,,,,,
AUROCEF POLVO,403CF01,2026-03,1 KG,"1 G
4 G",LIXMAR,,,,,,
AUROCEF DILUENTE,403CF01,2026-03,20 L,"20 ML
80 ML",LIXMAR,,,,,,
AUROFARVIT ORAL,403FO01,2026-03,1020 L,120 ML,QOPPA,,,,,,
AUROFARVIT ORAL,403FO02,2026-03,1020 L,4000 ML,QOPPA,,,,,,
Q-MUTIN,403MT05,2026-03,19600 KG,25 KG,ITALCOL,,,,,,
Q-FLORFEN,402FL02,2026-11,4800 KG,25 KG,ITALCOL,,,,,,
AVICUR POLVO,403AC04,2027-03,300 KG,"12,5 KG",PROQUIVET,,,,,,
FLY NO MORE,403FN01 - DESARROLLO,N.A,600 L,1500 ML,EL CUARTO HOMBRE,,,,,,
HEPAXYN,402HP02,2026-02,9800 KG,25 KG,ITALCOL,,,,,,
SULFACOCCIDIOL,404SC01,2028-04,300 KG,"25 G
1 KG",PROQUIVET,,,,,,
PULPHOX,404PH01,2027-04,300 KG,100 G,RATAR,,,,,,
PRO-HEALT,403HL02,2025-03,5600 KG,25 KG,ITALCOL,,,,,,
CIPROFARM,403CX02,2026-03,1400 KG,25 KG,ITALCOL,,,,,,
Q-SULFATYL-T,402SF04T,2026-02,5600 KG,25 KG,ITALCOL,,,,,,
AURORAC,403RC03,2026-03,9600 KG,25 KG,ITALCOL,,,,,,
Q-MUTIN,403MT06,2026-03,19600 KG,25 KG,ITALCOL,,,,,,
ANAPIRAN,404AN01,2026-04,100 L,"50 ML
250 ML
500 ML",DECNO,,,,,,
ANAPIRAN,404AN02,2026-04,100 L,"50 ML
250 ML
500 ML",DECNO,,,,,,
ANAPIRAN,404AN03,2026-04,100 L,"50 ML
250 ML
500 ML",DECNO,,,,,,
CREO-TAY,404CT03,2026-04,1000 L,"120 ML
250 ML
500 ML",FARMATEC,,,,,,
VANOVET,404VV01,2027-04,1000 L,"120 ML
3750 ML",FARMATEC,,,,,,
MELOXIDOL,404ME01,2026-04,100 L,"10 ML
50 ML
100 ML",DECNO,,,,,,
VANOVET,404VV03,2027-04,1000 L,"1000 ML
3750 ML",FARMATEC,,,,,,
Q-OXY 200 L.A,404OX01,2026-04,500 L,"50 ML
100 ML
250 ML
500 ML",DECNO,,,,,,
SULFATROPHIN INYECTABLE,404SI01,2027-04,300 L,"10 ML
50 ML
100 ML",DECNO,,,,,,
POWERQUIN,404PW02,2026-04,1500 KG,100 G,DISTRIBUCIONES RIVERA,,,,,,
FERRYDECK,404FD01,2026-04,100 L,"50 ML
100 ML",DECNO,,,,,,
VANOVET,405VV04,2027-05,1000 L,"1000 ML
3750 ML
18,75 L",FARMATEC,,,,,,
VANOVET,405VV05,2027-05,1000 L,"1000 ML
18,75 L",FARMATEC,,,,,,
PANTOX,404PX15,2026-04,22100 KG,25 KG,GDI,,,,,,
CIPERMETRINA,404CI06,2027-04,2000 L,1000 ML,INSEC,,,,,,
AVICUR POLVO,404AC05,2027-04,300 KG,20 G,PROQUIVET,,,,,,
AVICUR POLVO,404AC06,2027-04,300 KG,"12,5 KG",PROQUIVET,,,,,,
AVICUR POLVO,404AC07,2027-04,300 KG,1 KG,PROQUIVET,,,,,,
NICARCOX,404NX01,2026-04,9300 KG,25 KG,ITALCOL,,,,,,
Q-NEST,404QN01,2025-04,3000 KG,25 KG,ITALCOL,,,,,,
CIPROFARM,404CX01,2026-04,100 KG,"150 G
1 KG",PROQUIVET,,,,,,
CIPROFARM,404CX02,2026-04,100 KG,"150 G
1 KG",PROQUIVET,,,,,,
CIPROFARM,404CX03,2026-04,100 KG,"150 G
1 KG",PROQUIVET,,,,,,
Q-FLORFEN,404FL03,2027-01,7000 KG,25 KG,ITALCOL,,,,,,
PREV-OX,404PV06,2027-04,19600 KG,25 KG,ITALCOL,,,,,,
FLORMIX,404FX01,2026-04,300 L,"1000 ML
2000 ML
4000 ML",QOPPA,,,,,,
FLORMIX,404FX02,2026-04,300 L,"1000 ML
2000 ML
4000 ML",QOPPA,,,,,,
FLORMIX,404FX03,2026-04,300 L,"1000 ML
2000 ML
4000 ML",QOPPA,,,,,,
AUROQUINOL 60,403AQ04,2026-03,14000 KG,25 KG,ITALCOL,,,,,,
AUROVITEL,404AV02,2026-04,300 KG,20 G,PROQUIVET,,,,,,
Q-FLORFEN,404FL01,2027-01,100 KG,"150 G
1 KG",PROQUIVET,,,,,,
Q-FLORFEN,404FL02,2027-01,100 KG,"150 G
1 KG",PROQUIVET,,,,,,
Q-FLORFEN,404FL03,2027-01,100 KG,"150 G
1 KG",PROQUIVET,,,,,,
CIPERMETRINA,404CI07,2027-04,2000 L,1000 ML,INSEC,,,,,,
BRILLAPEL,405BR01,2026-05,300 KG,2 KG,PROQUIVET,,,,,,
AUROPETS PERFORMANCE,405AE01,2026-05,50 KG,200 G,FARMANDINA,,,,,,
GLH-20,404GL03,2025-04,1000 L,"3800 ML
20 L",FARMATEC,,,,,,
GLH-20,404GL04,2025-04,1000 L,3800 ML,FARMATEC,,,,,,
Q-MUTIN,404MT07,2026-04,19600 KG,25 KG,ITALCOL,,,,,,
CIPROFARM,404CX03,2026-04,1400 KG,25 KG,ITALCOL,,,,,,
HEPAXYN,404HP03,2026-04,5600 KG,25 KG,ITALCOL,,,,,,
AVICUR POLVO,405AC09,2027-05,300 KG,"12,5 KG",PROQUIVET,,,,,,
AVICUR POLVO,405AC10,2027-05,300 KG,"12,5 KG",PROQUIVET,,,,,,
AVICUR POLVO,405AC11,2027-05,300 KG,1 KG,PROQUIVET,,,,,,
Q-MICOSPECTIN,404MC03,2027-04,4200 KG,25 KG,ITALCOL,,,,,,
AVICUR POLVO,405AC08,2027-05,200 KG,20 G,PROQUIVET,,,,,,
PREV-OX,405PV07C,2027-05,19600 KG,25 KG,ITALCOL,,,,,,
AURORAC,405RC05,2026-05,9800 KG,25 KG,GDI,,,,,,
AUROTILMICOSIN,405AT01,2027-05,200 L,"10 ML
240 ML
1000 ML",QOPPA,,,,,,
CIPERMETRINA,405CI08,2027-05,2000 L,1000 ML,INSEC,,,,,,
AUROQUINOL 60,404AQ05,2026-03,19600 KG,25 KG,ITALCOL,,,,,,
CIPERMETRINA,405CI10,2027-05,2000 L,1000 ML,RATAR,,,,,,
AUROFARVIT ORAL,405FO03,2026-05,1020 L,120 ML,QOPPA,,,,,,
AUROFARVIT ORAL,405FO04,2026-05,1020 L,4000 ML,QOPPA,,,,,,
CIPERMETRINA,405CI11,2027-05,2000 L,1000 ML,INSEC,,,,,,
CIPERMETRINA,405CI12,2027-05,2000 L,1000 ML,INSEC,,,,,,
HEPAXYN,405HP04,2026-05,4200 KG,25 KG,GDI,,,,,,
AURORAC,404RC02,2026-04,11200 KG,25 KG,ITALCOL,,,,,,
CIPERMETRINA,405CI09,2027-05,1000 L,"20 ML
100 ML
500 ML
1000 ML",RATAR,,,,,,
EQUINOLISINA,405EQ01,2026-05,300 KG,1 KG,FARMANDINA,,,,,,
PREV-OX,405PV09C,2027-05,19600 KG,25 KG,ITALCOL,,,,,,
AUROFARVIT INYECTABLE,405FI01,2026-05,500 L,"250 ML
500 ML",DECNO,,,,,,
AUROFARVIT INYECTABLE,405FI02,2026-05,500 L,"10 ML
50 ML
100 ML
250 ML
500 ML",DECNO,,,,,,
AUROQUINOL 60,405AQ06,2026-05,4200 KG,25 KG,GDI,,,,,,
DOXYCOL,405DO04,2026-05,300 KG,"150 G
1 KG",PROQUIVET,,,,,,
DOXYCOL,405DO05,2026-05,300 KG,"150 G
1 KG",PROQUIVET,,,,,,
Q-TARTILO 100,406TT02,2025-12,300 KG,"50 G
1 KG",FARMANDINA,,,,,,
COCCIDIOL,407CP01,2028-07,300 KG,"25 G
1 KG",PROQUIVET,,,,,,
SULFATROPHIN ORAL,406SO01,2026-06,500 L,"10 ML
50 ML
100 ML
1000 ML",QOPPA,,,,,,
AURODIARREGAN NF,406DN01,2026-06,300 KG,"20 G X 10 SB
20 G X 50 SB",PROQUIVET,,,,,,
AUROPUPPY,405PE01,2027-05,300 L,"2,5 ML
5 ML",QOPPA,,,,,,
BRILLAPEL,406BR02,2026-06,300 KG,150 G,PROQUIVET,,,,,,
BRILLAPEL,406BR03,2026-06,300 KG,150 G,PROQUIVET,,,,,,
VANOVET,406VV07,2027-06,1000 L,"1000 ML
3750 ML
18,75 L",FARMATEC,,,,,,
VANOVET,406VV06,2027/06,1000 L,"120 ML
3750 ML",FARMATEC,,,,,,
GLH-20,406GL05,2025/06,1000 L,"3800 ML
20L",FARMATEC,,,,,,
Q-IVERMEC 3.5,407QI01,2027-07,500 L,"50 ML
500 ML",SFC,,,,,,
SULFATROPHIN ORAL,406SO02,2026-06,500 L,"10 ML
100 ML
1000 ML",QOPPA,,,,,,
AUROFRESH CHAMPU,406AF02,2026-06,1000 L,120 ML,QOPPA,,,,,,
CABATEL NF,406CN02,2026-06,100 L,"20 ML
100 ML
500 ML",QOPPA,,,,,,
CABATEL NF,406CN03,2026-06,100 ML,"20 ML
100 ML
500 ML",QOPPA,,,,,,
Q-NORFLOXAN,407NF04,2027-01,1000 L,"20 ML
100 ML
1000 ML",QOPPA,,,,,,
SULFACOCCIDIOL,407SC02,2028-07,300 LG,1 KG,PROQUIVET,,,,,,
AUROFARVIT ORAL,407FO05,2026-07,1020 L,1000 ML,QOPPA,,,,,,
AUROFARVIT ORAL,407FO06,2026-07,1020 L,120 ML,QOPPA,,,,,,
BOLDEBIG,407BO02,2027-07,400 L,"50 ML
250 ML
500 ML",DECNO,,,,,,
BOLDEBIG,407BO03,2027-07,400 L,"50 ML
250 ML
500 ML",DECNO,,,,,,
BOLDEBIG,407BO04,2027-07,400 L,"50 ML
250 ML
500 ML",DECNO,,,,,,
ERIPANTO,407EP01,2027-07,50 KG,24 G,BLISTECO,,,,,,
ERIPANTO,407EP02,2027-07,50 KG,24 G,BLISTECO,,,,,,
ERIPANTO,407EP03,2027-07,50 KG,24 G,BLISTECO,,,,,,
CIPERMETRINA,407CI13,2027-07,1000 L,"20 ML
100 ML
500 ML",RATAR,,,,,,
CIPERMETRINA,407CI14,2027-07,1000 ML,"20 ML
100 ML
500 ML",RATAR,,,,,,
CIPERMETRINA,407CI15,2027-07,1000 ML,"20 ML
100 ML
500 ML",RATAR,,,,,,
BRILLAPEL,407BR07,2026-07,300 KG,150 G,PROQUIVET,,,,,,
BRILLAPEL,407BR08,2026-07,300 KG,150 G,PROQUIVET,,,,,,
BRILLAPEL,407BR09,2026-07,300 KG,150 G,PROQUIVET,,,,,,
BRILLAPEL,407BR10,2026-07,300 KG,150 G,PROQUIVET,,,,,,
AUROTEL,407AU01,2026-07,200 L,250 ML,QOPPA,,,,,,
GLH-20,407GL06,2025-07,1000 L,20 L,FARMATEC,,,,,,
FLY NO MORE,407FN02,N.A.,1500 L,1500 ML,EL CUARTO HOMBRE,,,,,,
AUROFRESH CHAMPU,407AF02,2026-07,1000 L,"120 ML
2000 ML",QOPPA,,,,,,
AUROCHAMPU-P,408AP01,2027-08,240 L,120 ML,RATAR,,,,,,
CREO-TAY,407CT06,2026-07,1000 L,"1000 ML
3800 ML
20 L",FARMATEC,,,,,,
VANOVET,407VV08,2027-07,1000 L,"1000 ML
3750 ML
18,75 L",FARMATEC,,,,,,
CREO-TAY,407CT05,2026-07,1000 L,"120 ML
250 ML
500 ML
1000 ML",FARMATEC,,,,,,
BRILLAPEL,407BR11,2026-07,300 KG,150 G,PROQUIVET,,,,,,
BRILLAPEL,407BR12,2026-07,300 KG,150 G,PROQUIVET,,,,,,
BRILLAPEL,408BR13,2026-08,300 KG,150 G,PROQUIVET,,,,,,
BRILLAPEL,408BR14,2026-08,300 KG,150 G,PROQUIVET,,,,,,
BRILLAPEL,408BR15,2026-08,300 KG,150 G,PROQUIVET,,,,,,
BRILLAPEL,408BR16,2026-08,300 KG,150 G,PROQUIVET,,,,,,
BRILLAPEL,408BR17,2026-08,300 KG,150 G,PROQUIVET,,,,,,
BRILLAPEL,408BR18,2026-08,300 KG,150 G,PROQUIVET,,,,,,
BRILLAPEL,408BR19,2026-08,300 KG,150 G,PROQUIVET,,,,,,
BRILLAPEL,408BR20,2026-08,300 KG,150 G,PROQUIVET,,,,,,
BRILLAPEL,408BR21,2026-08,300 KG,150 G,PROQUIVET,,,,,,
AUROLITOS,408AO01,2026-08,300 KG,1 KG,PROQUIVET,,,,,,
BRIO INCREASE,408BI01,2026-08,300 KG,2 KG,PROQUIVET,,,,,,
AUROPETS INCREASE,408AI01,2026-08,50 KG,200 G,FARMANDINA,,,,,,
FERRYDECK,408FD02,2026-08,200 L,"10 ML
50 ML
100 ML",DECNO,,,,,,
PORCIX,408PO03,2028-08,300 KG,20 G,BLISTECO,,,,,,
Q-TARTILO 100,408TT03,2026-02,400 KG,1 KG,FARMANDINA,,,,,,
GLH-20,408GL07,2025-06,1000 L,3800 ML,FARMATEC,,,,,,
GLH-20,408GL08,2025-06,1000 L,3800 ML,FARMATEC,,,,,,
FLORMIX,408FX04,2026-08,800 L,"1000 ML
2000 ML
4000 ML",QOPPA,,,,,,
Q-NORFLOXAN,408NF05,2027-02,500 L,"20 ML
100 ML",QOPPA,,,,,,
AUROVITEL,408AV03,2026-08,300 KG,1 KG,BLISTECO,,,,,,
PENIDEXINA,408PS01,2026-08,"33,773 KG","4 MILLONES
8 MILLONES",LIXMAR,,,,,,
AUROVITEL,407AV04,2026-09,300 KG,"10 G
20 G",BLISTECO,,,,,,
RAFOXANIDE,408RA01,2027-07,300 L,"30 ML
120 ML",QOPPA,,,,,,
AUROTILMICOSIN,408AT02,2027-08,200 L,"10 ML
1000 ML",QOPPA,,,,,,
AUROFARVIT INYECTABLE,409FI03,2026-09,1000 L,"50 ML
100 ML
250 ML
500 ML",DECNO,,,,,,
CIPERMETRINA,408CI16,2027-08,2000 L,1000 ML,INSEC,,,,,,
CIPERMETRINA,408CI17,2027-08,2000 L,1000 ML,INSEC,,,,,,
CIPERMETRINA,408CI18,2027-08,2000 L,1000 ML,INSEC,,,,,,
AUROCEF DILUENTE,409CF02,2026-09,20 L,"20 ML
80 ML",LIXMAR,,,,,,
AUROCEF POLVO,409CF02,2026-09,1 KG,"1 G
4 G",LIXMAR,,,,,,
AUROFARVIT ORAL,409FO07,2026-09,1000 L,4000 ML,QOPPA,,,,,,
AUROFARVIT ORAL,409FO08,2026-09,1020 L,120 ML,QOPPA,,,,,,
AUROPETS JABÓN,409AJ02,2027-09,1000 KG,100 G,ARJONA,,,,,,
Q-IVERMEC 3.5,409QI02,2027-09,500 L,"50 ML
250 ML
500 ML",DECNO,,,,,,
ERIPANTO INYECTABLE,409EI01,2027-09,200 L,"50 ML
100 ML
250 ML",DECNO,,,,,,
SULFATROPHIN ORAL,409SO03,2026-09,800 L,"50 ML
100 ML
1000 ML",QOPPA,,,,,,
CREO-TAY,409CT07,2026-09,1000 L,"1000 ML
3800 ML
20 L",FARMATEC,,,,,,
CREO-TAY,409CT08,2026-09,1000 L,"3800 ML
20 L",FARMATEC,,,,,,
CREO-TAY,409CT09,2026-09,1000 L,"3800 ML
20 L",FARMATEC,,,,,,
VANOVET,409VV09,2027-09,1000 L,"120 ML
1000 ML",FARMATEC,,,,,,
VANOVET,409VV10,2027-09,1000 L,"1000 ML
3750 ML",FARMATEC,,,,,,
VANOVET,409VV11,2027-09,1000 L,"120 ML
1000 ML
18,75 L",FARMATEC,,,,,,
GLH-20,409GL09,2025-09,1000 L,"3800 ML
20 L",FARMATEC,,,,,,
Q-OXY 200 L.A,409OX02,2026-09,500 L,"50 ML
100 ML
500 ML",DECNO,,,,,,
COCCIDIOL,409CP02,2028-09,300 KG,25 G,PROQUIVET,,,,,,
COCCIDIOL,409CP03,2028-09,200 KG,1 KG,PROQUIVET,,,,,,
DOXYCOL,409DO06,2026-09,300 KG,"150 G
1 KG",BLISTECO,,,,,,
Q-OXY 200 L.A,410OX03,2026-10,500 L,500 ML,DECNO,,,,,,
MELOXIDOL,410ME02,2026-10,100 L,"10 ML
50 ML
100 ML",DECNO,,,,,,
SULFACOCCIDIOL,410SC03,2028-10,300 KG,25 G,PROQUIVET,,,,,,
AVICUR POLVO,410AC12,2027-08,300 KG,20 G,PROQUIVET,,,,,,
Q-IVERMEC 3.5,410QI03,2027-10,500 L,"50 ML
250 ML
500 ML",DECNO,,,,,,
AUROFARVIT INYECTABLE,410FI04,2026-10,500 L,"10 ML
50 ML
100 ML
250 ML
500 ML",DECNO,,,,,,
FLY NO MORE,410FN03,N.A.,3600 L,1500 ML,LOS ANDES,,,,,,
ANAPIRAN,410AN04,2026-10,500 L,"50 ML
250 ML
500 ML",DECNO,,,,,,
AUROFARVIT ORAL,410FO09,2026-10,1000 L,"120 ML
1000 ML",QOPPA,,,,,,
AUROTEL,410AU02,2026-10,200 L,250 ML,QOPPA,,,,,,
Q-TARTILO 100,410TT04,2026-03,300 KG,"50 G
1 KG",PROQUIVET,,,,,,
AVICUR POLVO,410AC13,2027-10,300 KG,"12,5 KG",PROQUIVET,,,,,,
AUROFARVIT ORAL,410FO10,2026-10,1000 L,1000 ML,QOPPA,,,,,,
AUROFARVIT ORAL,410FO11,2026-10,1000 L,4000 ML,QOPPA,,,,,,
CREO-TAY,410CT10,2026-10,1000 L,"250 ML
500 ML
3800 ML",FARMATEC,,,,,,
AUROZOLE 25 CO,410AZ01,2026-10,500 L,"500 ML
2000 ML",QOPPA,,,,,,
CIPERMETRINA,410CI19,2027-10,2000 L,1000 ML,INSEC,,,,,,
CIPERMETRINA,410CI20,2027-10,2000 L,1000 ML,INSEC,,,,,,
CIPERMETRINA,410CI21,2027-10,2000 L,1000 ML,INSEC,,,,,,
BRILLAPEL EMULSIÓN,410BE01,2026-10,500 L,"130 ML
270 ML",QOPPA,,,,,,
CIPERMETRINA,407CI15,2027-07,1000 L,"20 ML
100 ML
500 ML",INSEC,,,,,,
AUROVITEL,411AV05,2026-11,300 KG,1 KG,BLISTECO,,,,,,
AUROTEL,410AU03,2026-10,245 L,"2,5 ML
5 ML
10 ML",QOPPA,,,,,,
CABATEL NF,411CN04,2026-11,200 L,"20 ML
100 ML
500 ML",QOPPA,,,,,,
Q-CLORMUTIN,PILOTOS,N.A.,100 KG,"100 G
25 KG",PROQUIVET,,,,,,
Q-CLORMUTIN,PILOTO 1,N.A.,33 KG,100 G,PROQUIVET,,,,,,
Q-CLORMUTIN,PILOTO 2,N.A.,33 KG,100 G,PROQUIVET,,,,,,
Q-CLORMUTIN,PILOTO 3,N.A.,34 KG,100 G,PROQUIVET,,,,,,
Q-SULFATYL-T,PILOTOS,N.A.,100 KG,"100 G
25 KG",PROQUIVET,,,,,,
Q-SULFATYL-T,PILOTO 1,N.A.,33 KG,100 G,PROQUIVET,,,,,,
Q-SULFATYL-T,PILOTO 2,N.A.,33 KG,100 G,PROQUIVET,,,,,,
Q-SULFATYL-T,PILOTO 3,N.A.,34 KG,100 G,PROQUIVET,,,,,,
Q-TILMICOX,PILOTOS,N.A.,100 KG,"100 G
25 KG",PROQUIVET,,,,,,
Q-TILMICOX,PILOTO 1,N.A.,33 KG,100 G,PROQUIVET,,,,,,
Q-TILMICOX,PILOTO 2,N.A.,33 KG,100 G,PROQUIVET,,,,,,
Q-TILMICOX,PILOTO 3,N.A.,34 KG,100 G,PROQUIVET,,,,,,
Q-MUTIN NF,PILOTOS,N.A.,100 KG,"100 G
25 KG",PROQUIVET,,,,,,
Q-MUTIN NF,PILOTO 1,N.A.,33 KG,100 G,PROQUIVET,,,,,,
Q-MUTIN NF,PILOTO 2,N.A.,33 KG,100 G,PROQUIVET,,,,,,
Q-MUTIN NF,PILOTO 3,N.A.,34 KG,100 G,PROQUIVET,,,,,,
Q-SULFATYL,PILOTOS,N.A.,100 KG,"100 G
25 KG",PROQUIVET,,,,,,
Q-SULFATYL,PILOTO 1,N.A.,33 KG,100 G,PROQUIVET,,,,,,
Q-SULFATYL,PILOTO 2,N.A.,33 KG,100 G,PROQUIVET,,,,,,
Q-SULFATYL,PILOTO 3,N.A.,34 KG,100 G,PROQUIVET,,,,,,
Q-IVERMEC 3.5,411QI04,N.A.,1000 L,"250 ML
500 ML",DECNO,,,,,,
SULFACOCCIDIOL,411SC04,2028-11,300 KG,1 KG,PROQUIVET,,,,,,
AUROFARVIT INYECTABLE,411FI06,2026-11,1000 L,500 ML,DECNO,,,,,,
BOLDEBIG,411BO06,2027-11,800 L,"50 ML
250 ML
500 ML",DECNO,,,,,,
RAFOXANIDE,411RA02,2027-11,500 L,1000 ML,QOPPA,,,,,,
CIPROFARM,411CX04,2026-11,300 KG,1 KG,PROQUIVET,,,,,,
CIPROFARM,411CX05,2026-11,300 KG,1 KG,PROQUIVET,,,,,,
CIPROFARM,411CX06,2026-11,300 KG,1 KG,PROQUIVET,,,,,,
AUROFARVIT ORAL,411FO13,2026-11,1020 L,"1000 ML
4000 ML",QOPPA,,,,,,
AUROFARVIT ORAL,411FO14,2026-11,500 L,4000 ML,QOPPA,,,,,,
AUROFARVIT ORAL,411FO12,2026-11,1020 L,"120 ML
1000 ML",QOPPA,,,,,,
AUROTEL,411AU04,2026-11,400 L,250 ML,QOPPA,,,,,,
Q-NORFLOXAN,411NF06,2027-05,800 L,"20 ML
100 ML
1000 ML",QOPPA,,,,,,
SULFATROPHIN ORAL,411SO04,2026-11,500 L,"10 ML
1000 ML",QOPPA,,,,,,
Q-FOS 25,412FS01,2026-12,300 KG,"250 G
1 KG",PROQUIVET,,,,,,
GLH-20,412GL11,2025-12,1000 L,3800 ML,FARMATEC,,,,,,
GLH-20,412GL12,2025-12,1000 L,20 L,FARMATEC,,,,,,
GLH-20,412GL13,2025-12,1000 L,20 L,FARMATEC,,,,,,
Q-MUTIN,411MT25,2026-11,300 KG,25 KG,PROQUIVET,,,,,,
Q-FLORFEN,412FL04,2027-09,300 KG,1 KG,PROQUIVET,,,,,,
CIPERMETRINA,412CI16,2027-12,1000 L,"20 ML
100 ML",RATAR,,,,,,
CIPERMETRINA,412CI27,2027-12,1000 L,"100 ML
500 ML",RATAR,,,,,,
CREO-TAY,412CT11,2026-12,1000 L,20 L,FARMATEC,,,,,,
VANOVET,412VV13,2027-12,1000 L,1000 ML,FARMATEC,,,,,,
GLH-20,410GL10,2025-12,1000 L,20 L,FARMATEC,,,,,,
GLH-20,412GL11,2025-11,1000 L,20 L,FARMATEC,,,,,,
GLH-20,412GL12,2025-12,1000 L,20 L,FARMATEC,,,,,,
AUROCEF POLVO,412CF03,2026-12,"2,8 KG","1 G
4 G",LIXMAR,,,,,,
AUROCEF DILUENTE,412CF03,2026-12,56 L,"20 ML
80 ML",LIXMAR,,,,,,
AUROQUINOL 60,412AQ13,2026-12,9500 KG,25 G,ITALCOL,,,,,,
PORCIX,412PO04,2028-12,300 KG,20 G,PROQUIVET,,,,,,
AVICUR POLVO,412AC16,2027-12,300 KG,"12,5 KG",PROQUIVET,,,,,,
AVICUR POLVO,412AC16,2027-12,4700 KG,"12,5 KG",PROQUIVET,,,,,,
PRODUCTO,PRESENTACION,LOTE,F.V OP,VIGENCIA REG. ICA,F.D. BR,TAMAÑO DE LOTE,MAQUILADOR REAL,,,,
BOLDEBIG 50,BOLDEBIG 50 X 500 mL,CC,2028-02,6009-MV,2029-02,800 L,SFC,,,,
ANAPIRAN INYECTABLE,ANAPIRAN INYECTABLE X 250 ML,502AN01,2027-02,5906-DB,2028-02,500 L,SFC,,,,
DOXYCOL,DOXYCOL X  1KG,501DO01,2027-01,10756-MV,2028-01,300 KG,BLISTECO,,,,
PORCIX,PORCIX X 20 G,502PO01,2029-01,2539-DB,2030-01,300 KG,PROQUIVET,,,,
AUROFARVIT INYECTABLE,AUROFARVIT INYECTABLE  X 50 ML,502FI01,2027-02,4946-DB,2028-02,1000 L,DECNO,,,,
Q-TARTILO 100,Q-TARTILO 100 X 1 KG,501TT01,2026-07,7934-MV,2027-07,300 KG,FARMANDINA,,,,
Q-TARTILO 100,Q-TARTILO 100 X 1 KG,501TT02,2026-07,7934-MV,2027-07,300 KG,FARMANDINA,,,,
Q-TARTILO 100,Q-TARTILO 100 X 1 KG,501TT03,2026-07,7934-MV,2027-07,300 KG,FARMANDINA,,,,
CIPROFARM 20%,CIPROFARM 20%  X 1 KG,502CX01,2027-02,10661-MV,2028-02,300 KG,PROQUIVET,,,,
CIPROFARM 20%,CIPROFARM 20%  X 1 KG,502CX02,2027-02,10661-MV,2028-02,300 KG,PROQUIVET,,,,
CIPROFARM 20%,CIPROFARM 20%  X 1 KG,502CX03,2027-02,10661-MV,2028-02,300 KG,PROQUIVET,,,,
CIPROFARM 20%,CIPROFARM 20%  X 1 KG,502CX04,2027-02,10661-MV,2028-02,300 KG,PROQUIVET,,,,
Q-FLORFEN,Q-FLORFEN X 1 KG,502FL01,2027-11,8132-MV,2028-11,300 KG,PROQUIVET,,,,
Q-FLORFEN,Q-FLORFEN X 1 KG,502FL02,2027-11,8132-MV,2028-11,300 KG,PROQUIVET,,,,
Q-FLORFEN,Q-FLORFEN X 1 KG,502FL03,2027-11,8132-MV,2028-11,300 KG,PROQUIVET,,,,
Q-FLORFEN,Q-FLORFEN X 1 KG,502FL04,2027-11,8132-MV,2028-11,300 KG,PROQUIVET,,,,
Q-FLORFEN,Q-FLORFEN X 1 KG,502FL05,2027-11,8132-MV,2028-11,300 KG,PROQUIVET,,,,
Q-FLORFEN,Q-FLORFEN X 1 KG,502FL06,2027-11,8132-MV,2028-11,300 KG,PROQUIVET,,,,
Q-FLORFEN,Q-FLORFEN X 1 KG,502FL07,2027-11,8132-MV,2028-11,300 KG,PROQUIVET,,,,
CIPERMETRINA 15 EC AUROFARMA,CIPERMETRINA 15 EC AUROFARMA X 1000 ML,501CI01,2028-01,6671-MV,2029-01,2000 L,INSEC,,,,
CIPERMETRINA 15 EC AUROFARMA,CIPERMETRINA 15 EC AUROFARMA X 1000 ML,501CI02,2028-01,6671-MV,2029-01,2000 L,INSEC,,,,
