OP,NOMBRE DE PRODUCTO (IGUAL A LA OP),LOTE,¿BR COMPLETO?,OBSERVACIONES ,UBICACIÓN ASIGNADA,,,,,,
23219,AVICUR POLVO ,309AC13,SI,,32,,,,,,
23249,AVICUR POLVO,310AC15,SI,,33,,,,,,
24051,AVICUR POLVO,403AC03,SI,,33,,,,,,
24100,AVICUR POLVO,403AC04,SI,,33,,,,,,
24142,AVICUR POLVO,405AC09,SI,,33,,,,,,
24143,AVICUR POLVO,405AC10,SI,,33,,,,,,
24114,AVICUR POLVO,406AC11,SI,,33,,,,,,
24281,AVICUR POLVO,410AC12,SI,,33,,,,,,
24325,AVICUR POLVO,410AC13,SI,Sin carpeta ,33,,,,,,
25277,AVICUR POLVO,509AC11,SI,Se repite numero de  OP en el lote 510AC12,34,,,,,,
25137,AVICUR POLVO,503AC05,SI,,34,,,,,,
25138,AVICUR POLVO,503AC06,SI,,34,,,,,,
25139,AVICUR POLVO,503AC07,SI,,34,,,,,,
25144,AVICUR POLVO,503AC08,SI,,34,,,,,,
23011,BOLDEBIG 50,303BO01,SI,,35,,,,,,
23245,BOLDEBIG 50 ,310BO03,SI,,35,,,,,,
24019,BOLDEBIG 50 ,403BO01,SI,,35,,,,,,
23175,BOLDEBIG 50,308BO02,SI,,35,,,,,,
24197,BOLDEBIG 50 ,407BO03,SI,,36,,,,,,
24136,BOLDEBIG 50,407BO02,NO,"No tiene carpeta , Se tiene que cambiar el numero de OP de la portada , a 24136",36,,,,,,
24198,BOLDEBIG 50,407BO04,SI,No tiene carpeta ,36,,,,,,
25117,BOLDEBIG 50 ,504BO03,SI,,37,,,,,,
25244,BOLDEBIG 50,507BO04,SI,,37,,,,,,
25245,BOLDEBIG 50 ,507BO05,SI,,37,,,,,,
26008,AUROZOLE 25 Co,601AZ01,SI,,38,,,,,,
25059,BRILLAPEL EMULSION,502BE01,SI,,38,,,,,,
24025,CABATEL NF,403CN01,SI,,39,,,,,,
25250,AUROPUPPY ,503PE01,SI,,39,,,,,,
25418,AUROPUPPY ,509PE02,SI,,39,,,,,,
23030,CABATEL,304CA01,SI,,39,,,,,,
23069,DILUENTE AUROCEF ,303CF01,SI,,4,,,,,,
24068,AROCEF,403CF01,SI,,4,,,,,,
24122,CABATEL NF,406CN02,NO,"No tiene inspección, portada sin firmas , sin carpeta",40,,,,,,
24163,CABATEL NF,406CN03,SI,,40,,,,,,
23109,AUROFARVIT ORAL ,305FO05,SI,,40,,,,,,
25249,CABATEL NF,506CN02,SI,,40,,,,,,
23029,CABATEL NF,304CN01,SI,,41,,,,,,
23141,CABATEL NF,307CN02,SI,,41,,,,,,
23212,CABATEL NF,310CN03,SI,,41,,,,,,
25199,CABATEL NF,506CN01,NO,"Le falta 1 inspección, no tiene portada.",41,,,,,,
22175,CIPERMETRINA ,211CI10,SI,,42,,,,,,
23072,CIPERMETRINA ,301CI01,SI,,42,,,,,,
23073,CIPERMETRINA,302CI02,SI,,42,,,,,,
23074,CIPERMETRINA ,302CI03,SI,,42,,,,,,
23135,CIPERMETRINA,306CI07,SI,,42,,,,,,
23112,CIPERMETRINA,305CI04,SI,,43,,,,,,
23113,CIPERMETRINA,305CI05,SI,,43,,,,,,
23136,CIPERMETRINA ,306CI08,SI,,44,,,,,,
23163,CIPERMETRINA ,306CI09,SI,,44,,,,,,
23164,CIPERMETRINA ,307CI10,SI,,44,,,,,,
23170,CIPERMETRINA ,307CI11,SI,,44,,,,,,
23171,CIPERMETRINA,308CI12,SI,,45,,,,,,
23191,CIPERMETRINA ,309CI13,SI,,45,,,,,,
23192,CIPERMETRINA ,309CI14,SI,,45,,,,,,
23193,CIPERMETRINA ,310CI15,SI,,45,,,,,,
23194,CIPERMETRINA ,310CI16,SI,,46,,,,,,
23236,CIPERMETRINA ,310CI17,SI,,46,,,,,,
23237,CIPERMETRINA ,310CI18,SI,,46,,,,,,
23239,CIPERMETRINA ,310CI20,SI,,46,,,,,,
23238,CIPERMETRINA ,311CI19,SI,,47,,,,,,
23240,CIPERMETRINA ,311CI21,SI,,47,,,,,,
24006,CIPERMETRINA ,402CI02,SI,,47,,,,,,
23268,CIPERMETRINA ,311CI22,SI,,47,,,,,,
24005,CIPERMETRINA ,402CI01,SI,,47,,,,,,
24078,CIPERMETRINA ,402CI04,SI,,48,,,,,,
24079,CIPERMETRINA ,402CI05,SI,No tiene carpeta,48,,,,,,
24007,CIPERMETRINA ,402CI03,SI,,48,,,,,,
24077,CIPERMETRINA ,405CI07,SI,,49,,,,,,
24081,CIPERMETRINA ,405CI08,SI,,49,,,,,,
24157,CIPERMETRINA ,405CI09,SI,,49,,,,,,
24048,AUROUNGÜENTO,402UG01,SI,,5,,,,,,
23068,AUROCEF,303CF01,SI,,5,,,,,,
24109,AURODIARREGAN NF,407DN01 ,SI,"Le falta carpeta, está completo ",5,,,,,,
24158,CIPERMETRINA ,405CI10,SI,No tiene carpeta ,50,,,,,,
24165,CIPERMETRINA ,405CI11,SI,Sin carpeta.,50,,,,,,
24165,CIPERMETRINA ,405CI12,SI,,50,,,,,,
24175,CIPERMETRINA ,407CI13,SI,,50,,,,,,
24176,CIPERMETRINA ,407CI14,SI,,51,,,,,,
24177,CIPERMETRINA ,407CI15,SI,,51,,,,,,
24218,CIPERMETRINA ,408CI17,SI,,51,,,,,,
24219,CIPERMETRINA ,408CI18,SI,,51,,,,,,
23114,CIPERMETRINA ,305CI06,SI,,52,,,,,,
24435,CIPERMETRINA ,412CI26,SI,,52,,,,,,
24244,CIPERMETRINA,410CI19,SI,,52,,,,,,
24245,CIPERMETRINA ,410CI20,SI,,52,,,,,,
26021,CIPERMETRINA ,603CI05,SI,,53,,,,,,
25004,CIPERMETRINA ,501CI02,SI,,53,,,,,,
25003,CIPERMETRINA ,501CI01,SI,,53,,,,,,
26022,CIPERMETRINA ,603CI06,SI,,53,,,,,,
25367,CIPERMETRINA ,509CI17,SI,,54,,,,,,
24246,CIPERMETRINA ,410CI21,SI,,54,,,,,,
25164,CIPERMETRINA ,506CI11,SI,,55,,,,,,
25055,CIPERMETRINA ,501CI03,SI,,55,,,,,,
25006,CIPERMETRINA ,501CI04,SI,,55,,,,,,
25007,CIPERMETRINA ,501CI05,SI,,55,,,,,,
25160,CIPERMETRINA ,503CI07,SI,,56,,,,,,
25161,CIPERMETRINA ,503CI08,SI,,56,,,,,,
25163,CIPERMETRINA ,504CI10,SI,,56,,,,,,
25162,CIPERMETRINA ,504CI09,SI,,56,,,,,,
25421,CREO-TAY,511CT06,SI,,57,,,,,,
23065,CIPROFARM,302CX01,SI,,57,,,,,,
24380,CIPROFARM,411CX05,SI,,57,,,,,,
25298,CIPROFARM ,506CX17,SI,,57,,,,,,
25297,CIPROFARM ,506CX16,SI,,58,,,,,,
25296,CIPROFARM ,506CX15,SI,,58,,,,,,
25294,CIPROFARM ,506CX13,SI,,58,,,,,,
25295,CIPROFARM ,506CX14,SI,,58,,,,,,
25293,CIPROFARM ,506CX12,SI,,59,,,,,,
25200,CIPROFARM ,504CX05,SI,,59,,,,,,
25201,CIPROFARM ,504CX06,SI,,59,,,,,,
25202,CIPROFARM ,504CX07,SI,,59,,,,,,
23091,AURODIARREGAN NF,305DN01,SI,,6,,,,,,
23016,AUROUNGÜENTO ,301UG01,SI,,6,,,,,,
25052,AUROUNGÜENTO ,502UG01,SI,,6,,,,,,
25030,CIPROFARM ,502CX01,SI,,60,,,,,,
25031,CIPROFARM ,502CX02,SI,,60,,,,,,
25032,CIPROFARM ,502CX03,SI,,60,,,,,,
25033,CIPROFARM ,502CX04,SI,,60,,,,,,
23258,CABATEL ,311CA02,SI,,61,,,,,,
23216,COCCIDIOL,309CP01,SI,,61,,,,,,
24307,COCCIDIOL,410CP03,SI,,61,,,,,,
24305,COCCIDIOL ,410CP02,SI,,61,,,,,,
24148,COCCIDIOL,408CP01,SI,,61,,,,,,
24326,CREO-TAY ,410CT10,SI,,62,,,,,,
24371,CREO-TAY ,412CT11,SI,,62,,,,,,
23082,CREO-TAY ,304CT01,SI,,62,,,,,,
23227,CREO-TAY ,309CT06,SI,,63,,,,,,
23228,CREO-TAY ,310CT07,SI,,63,,,,,,
23229,CREO-TAY ,312CT08,SI,,63,,,,,,
23084,CREO-TAY,303CT03,SI,,64,,,,,,
23083,CREO-TAY ,304CT02,SI,,64,,,,,,
23158,CREO-TAY ,307CT05,SI,,64,,,,,,
24029,CREO-TAY ,402CT01,SI,,64,,,,,,
24030,CREO-TAY ,402CT02,SI,,64,,,,,,
24073,CREO-TAY ,403CT04,SI,,65,,,,,,
24193,CREO-TAY ,409CT09,SI,,65,,,,,,
24191,CREO-TAY ,409CT07,SI,,65,,,,,,
24137,CREO-TAY ,407CT05,SI,,65,,,,,,
23004,AUROFARVIT INYECTABLE ,301FI01,SI,,7,,,,,,
23009,AUROFARVIT INYECTABLE ,304FI02,SI,,7,,,,,,
23131,AUROFARVIT INYECTABLE ,309FI03,SI,,7,,,,,,
24084,AUROFARVIT INYECTABLE ,406FI01,SI,"Tiene 2 inspecciónes sin sticker de aprobado ,el consecutivo 436 aparece en 2 inspecciónes distintas con fechas diferentes.",8,,,,,,
24085,AUROFARVIT INYECTABLE ,406FI02,SI,,8,,,,,,
24222,AUROFARVIT INYECTABLE ,409FI03,NO,"No tiene inspección, ni carpeta",8,,,,,,
24222,AUROFARVIT INYECTABLE ,410FI04,SI,No tiene carpeta ,9,,,,,,
25018,AUROFARVIT INYECTABLE ,502FI01,SI,,9,,,,,,
25023,AUROFARVIT INYECTABLE ,502FI02,SI,,9,,,,,,
FECHA ENVÍO OP A MAQUILA,PRODUCTO,LOTE,F.V OP,VIGENCIA REG. ICA,TAMAÑO DE LOTE,PRESENTACIONES DE LA OP,MAQUILADOR,,,,
04/04/2023,GLH-20,304GL01,2024-04,12 MESES,1000 L,"1000 ML
3800 ML
20 L",FARMATEC,,,,
NE,PRO-HEALT,304HL03,2024-04,12 MESES,5600 KG,25 KG,ITALCOL,,,,
NE,PRO-HEALT,305HL04,2024-05,12 MESES,7000 KG,25 KG,ITALCOL,,,,
NE,PRO-HEALT,308HL05,2024-08,12 MESES,5600 KG,25 KG,ITALCOL,,,,
14/03/2023,Q-SULFATYL-T,302SF02T,2024-09,24 MESES,100 KG,25 KG,PROQUIVET,,,,
NE,PRO-HEALT,310HL06,2024-10,12 MESES,5600 KG,25 KG,ITALCOL,,,,
NE,FORTICAT,PILOTO 1,2024-10,12 MESES,20 L,100 ML,QOPPA,,,,
NE,FORTICAT RENAL,PILOTO 1,2024-10,12 MESES,20 L,100 ML,QOPPA,,,,
04/04/2023,QB-COMPLEX,304QC01,2024-10,18 MESES,300 L,500 ML,DECNO,,,,
27/11/2023,GLH-20,311GL02,2024-11,12 MESES,1000 L,"3800 ML
20 L",FARMATEC,,,,
28/04/2023,Q-TARTILO 100,305TT01,2024-11,18 MESES,500 KG,1 KG,FARMANDINA,,,,
13/12/2023,GLH-20,312GL03,2024-12,12 MESES,1000 L,"3800 ML
20 L",FARMATEC,,,,
08/02/2023,AUROTEL,212AU06,2024-12,24 MESES,300 L,"5 ML
10 ML",QOPPA,,,,
21/07/2023,Q-TARTILO 100,307TT02,2025-01,18 MESES,300 KG,"50 G
1 KG",FARMANDINA,,,,
19/01/2023,FERRYDECK,301FD01,2025-01,24 MESES,93 L,"50 ML
100 ML",DECNO,,,,
06/02/2023,AUROFARVIT INYECTABLE,301FI01,2025-01,24 MESES,1000 L,"250 ML
500 ML",DECNO,,,,
26/01/2023,Q-OXY 200 L.A,301OX01,2025-01,24 MESES,500 L,"50 ML
250 ML
500 ML",DECNO,,,,
24/01/2023,DOXYCOL,301DO01,2025-01,24 MESES,300 KG,1 KG,PROQUIVET,,,,
09/02/2023,Q-MUTIN,301MT01,2025-01,24 MESES,300 KG,25 KG,PROQUIVET,,,,
27/01/2023,ANAPIRAN,301AN01,2025-01,24 MESES,400 L,"50 ML
250 ML",DECNO,,,,
09/02/2023,AUROLITOS,301AO01,2025-01,24 MESES,300 KG,1 KG,PROQUIVET,,,,
09/02/2023,AUROLITOS,301AO02,2025-01,24 MESES,300 KG,1 KG,PROQUIVET,,,,
13/02/2023,BRILLAPEL,301BR01,2025-01,24 MESES,300 KG,150 G,PROQUIVET,,,,
13/02/2023,BRILLAPEL,301BR02,2025-01,24 MESES,300 KG,150 G,PROQUIVET,,,,
13/02/2023,BRILLAPEL,301BR03,2025-01,24 MESES,300 KG,150 G,PROQUIVET,,,,
27/02/2023,AUROFRESH CHAMPU,301AF01,2025-01,24 MESES,500 L,"120 ML
250 ML",QOPPA,,,,
07/03/2023,PENIDEXINA,302PS01,2025-01,24 MESES,"25,366 KG","4 MILLONES
8 MILLONES",LIXMAR,,,,
NE,PANTOX,301PX01,2025-01,24 MESES,18200 KG,25 KG,ITALCOL,,,,
27/02/2023,DOXYCOL,302DO02,2025-02,24 MESES,300 KG,1 KG,PROQUIVET,,,,
21/02/2023,EQUINOLISINA,302EQ01,2025-02,24 MESES,300 KG,1 KG,FARMANDINA,,,,
23/02/2023,AUROFARVIT ORAL,302FO01,2025-02,24 MESES,1020 L,120 ML,QOPPA,,,,
27/02/2023,AUROFARVIT ORAL,302FO02,2025-02,24 MESES,1020 L,1000 ML,QOPPA,,,,
23/02/2023,AUROFARVIT ORAL,302FO03,2025-02,24 MESES,1020 L,4000 ML,QOPPA,,,,
14/03/2023,CIPROFARM,302CX01,2025-02,24 MESES,300 KG,1 KG,PROQUIVET,,,,
10/04/2023,NICARCOX,302NX01,2025-02,24 MESES,175 KG,25 KG,PROQUIVET,,,,
21/03/2023,Q-MUTIN,302MT02,2025-02,24 MESES,300 KG,25 KG,PROQUIVET,,,,
NE,Q-MUTIN,302MT02-3,2025-02,24 MESES,8400 KG,25 KG,ITALCOL,,,,
NE,CIPROFARM,302CX01,2025-02,24 MESES,2800 KG,25 KG,ITALCOL,,,,
12/09/2023,QB-COMPLEX,309QC02,2025-03,18 MESES,300 L,500 ML,DECNO,,,,
07/03/2023,AUROTEL,303AU01,2025-03,24 MESES,200 L,250 ML,QOPPA,,,,
NA,BRIO JOINTS,303BJ01,2025-03,24 MESES,100 KG,2 KG,FARMANDINA,,,,
08/03/2023,CREO-TAY,303CT03,2025-03,24 MESES,1000 L,20 L,FARMATEC,,,,
27/03/2023,AUROPETS PERFORMANCE,303AE01,2025-03,24 MESES,50 KG,200 G,ITALCOL,,,,
14/03/2023,AUROPETS INCREASE,303AI01,2025-03,24 MESES,50 KG,200 G,ITALCOL,,,,
17/03/2023,BRIO INCREASE,303BI01,2025-03,24 MESES,200 KG,2 KG,PROQUIVET,,,,
17/03/2023,BRIO PERFORMANCE,303BP01,2025-03,24 MESES,300 KG,2 KG,PROQUIVET,,,,
23/03/2023,BRIO ENERGY,303BY01,2025-03,24 MESES,300 L,1000 ML,QOPPA,,,,
23/03/2023,AUROVITEL,303AV01,2025-03,24 MESES,300 KG,"20 G
1 KG",PROQUIVET,,,,
25/03/2023,AUROLITOS,303AO03,2025-03,24 MESES,300 KG,1 KG,PROQUIVET,,,,
25/03/2023,AUROLITOS,303AO04,2025-03,24 MESES,300 KG,1 KG,PROQUIVET,,,,
27/03/2023,AUROPETS SENIOR,303AS01,2025-03,24 MESES,50 KG,200 G,FARMANDINA,,,,
29/03/2023,BRILLAPEL EMULSIÓN,303BE01,2025-03,24 MESES,500 L,"130 ML
270 ML",QOPPA,,,,
28/03/2023,Q-OXY 200 L.A,303OX02,2025-03,24 MESES,500 L,"50 ML
100 ML
250 ML
500 ML",DECNO,,,,
31/03/2023,BRILLAPEL,303BR07,2025-03,24 MESES,300 KG,2 KG,ITALCOL,,,,
30/03/2023,AUROCEF POLVO,303CF01,2025-03,24 MESES,1 KG,"1 G
4 G",LIXMAR,,,,
30/03/2023,AUROCEF DILUENTE,303CF01,2025-03,24 MESES,20 L,"20 ML
80 ML",LIXMAR,,,,
10/04/2023,BRIO JOINTS,303BJ01,2025-03,24 MESES,100 KG,600 G,PROQUIVET,,,,
NE,HEPAXYN,303HP02,2025-03,24 MESES,5600 KG,25 KG,ITALCOL,,,,
20/04/2023,AUROLITOS,303AO05,2025-03,24 MESES,300 KG,1 KG,PROQUIVET,,,,
06/06/2023,AUROTEL,303AU02,2025-03,24 MESES,300 L,"2,5 ML
5 ML
10 ML",QOPPA,,,,
07/11/2023,BRIO INCREASE,303BI01,2025-03,24 MESES,200 KG,2 KG,PROQUIVET,,,,
18/10/2023,Q-TARTILO 100,310TT03,2025-04,18 MESES,300 KG,1 KG,FARMANDINA,,,,
04/04/2023,CREO-TAY,304CT01,2025-04,24 MESES,1000 L,"250 ML
1000 ML",FARMATEC,,,,
04/04/2023,CREO-TAY,304CT02,2025-04,24 MESES,1000 L,"120 ML
250 ML
500 ML
3800 ML
20 L",FARMATEC,,,,
04/04/2023,AUROFARVIT INYECTABLE,304FI02,2025-04,24 MESES,1000 L,"250 ML
500 ML",DECNO,,,,
12/04/2023,CABATEL NF,304CN01,2025-04,24 MESES,120 L,"20 ML
500 ML",QOPPA,,,,
NE,AUROQUINOL 60,304AQ03,2025-04,24 MESES,19600 KG,25 KG,ITALCOL,,,,
13/04/2023,AUROFRESH CHAMPU,304AF03,2025-04,24 MESES,500 L,120 ML,QOPPA,,,,
NE,Q-MUTIN,304MT03-1,2025-04,24 MESES,19600 KG,25 KG,ITALCOL,,,,
14/04/2023,AUROFARVIT ORAL,304FO04,2025-04,24 MESES,1020 L,120 ML,QOPPA,,,,
19/04/2023,QTYCON,304QT01,2025-04,24 MESES,150 KG,30 G,QOPPA,,,,
25/04/2023,AUROZOLE 25 CO,304AZ01,2025-04,24 MESES,1000 L,1000 ML,QOPPA,,,,
25/04/2023,AUROZOLE 25 CO,304AZ02,2025-04,24 MESES,1000 L,"120 ML
500 ML
2000 ML",QOPPA,,,,
NE,AUROQUINOL 60,304AQ04,2025-04,24 MESES,4200 KG,25 KG,ITALCOL,,,,
27/04/2023,AUROFRESH CHAMPU,304AF02,2025-04,24 MESES,400 L,"1000 ML
2000 ML",QOPPA,,,,
27/04/2023,AUROFRESH CHAMPU,304AF04,2025-04,24 MESES,500 L,120 ML,QOPPA,,,,
NE,Q-SULFATYL-T,304SF04T,2025-04,24 MESES,5600 KG,25 KG,ITALCOL,,,,
NE,Q-MUTIN,304MT03,2025-04,24 MESES,19600 KG,25 KG,ITALCOL,,,,
NE,AURORAC,304RC03,2025-04,24 MESES,600 KG,25 KG,ITALCOL,,,,
NE,AURORAC,304RC02,2025-04,24 MESES,4200 KG,25 KG,ITALCOL,,,,
NE,Q-MUTIN,304MT03-3,2025-04,24 MESES,8400 KG,25 KG,PROQUIVET,,,,
19/05/2023,Q-MUTIN,304MT03,2025-04,24 MESES,300 KG,25 KG,PROQUIVET,,,,
NE,Q-SULFATYL,304SF02,2025-04,24 MESES,600 KG,25 KG,ITALCOL,,,,
NE,Q-MUTIN,304MT03-4,2025-04,24 MESES,8400 KG,25 KG,PROQUIVET,,,,
21/06/2023,AUROFRESH CHAMPU,304AF04,2025-04,24 MESES,1000 L,120 ML,QOPPA,,,,
NA,Q-MUTIN,304MT03,2025-04,24 MESES,300 KG,25 KG,PROQUIVET,,,,
07/11/2023,BRIO PERFORMANCE,304BP03,2025-04,24 MESES,300 KG,2 KG,PROQUIVET,,,,
04/05/2023,AUROFARVIT ORAL,305FO06,2025-045,24 MESES,1020 L,4000 ML,QOPPA,,,,
02/05/2023,Q-FOS 25,305FS01,2025-05,24 MESES,200 KG,"250 G
1 KG",FARMANDINA,,,,
02/05/2023,Q-FOS 25,305FS02,2025-05,24 MESES,200 KG,1 KG,FARMANDINA,,,,
02/05/2023,Q-FOS 25,305FS03,2025-05,24 MESES,200 KG,1 KG,FARMANDINA,,,,
09/05/2023,SULFATROPHIN ORAL,305SO01,2025-05,24 MESES,900 L,"10 ML
50 ML
1000 ML",QOPPA,,,,
04/05/2023,AUROFARVIT ORAL,305FO05,2025-05,24 MESES,1020 L,1000 ML,QOPPA,,,,
NE,Q-CLORMUTIN,305CM01,2025-05,24 MESES,2800 KG,25 KG,ITALCOL,,,,
16/05/2023,AUROFARVIT ORAL,305FO07,2025-05,24 MESES,1020 L,120 ML,QOPPA,,,,
NE,NICARCOX,305NX02,2025-05,24 MESES,600 KG,25 KG,PROQUIVET,,,,
29/05/2023,AURODIARREGAN NF,305DN01,2025-05,24 MESES,300 KG,"20 G X 10 SB
20 G X 50 SB",PROQUIVET,,,,
NE,AURORAC,305RC04,2025-05,24 MESES,9575 KG,25 KG,ITALCOL,,,,
NE,Q-MUTIN,305MT04-1,2025-05,24 MESES,19600 KG,25 KG,PROQUIVET,,,,
23/05/2023,CREO-TAY,305CT04,2025-05,24 MESES,1000 L,"250 ML
500 ML
3800 ML",FARMATEC,,,,
29/05/2023,DOXYCOL,305DO03,2025-05,24 MESES,300 KG,1 KG,PROQUIVET,,,,
NE,HEPAXYN,305HP03,2025-05,24 MESES,8400 KG,25 KG,ITALCOL,,,,
NE,Q-MUTIN,305MT04-2,2025-05,24 MESES,19600 KG,25 KG,PROQUIVET,,,,
NE,NICARCOX,305NX02-2,2025-05,24 MESES,3925 KG,25 KG,PROQUIVET,,,,
NA,Q-MUTIN,305MT04,2025-05,24 MESES,300 KG,25 KG,PROQUIVET,,,,
30/05/2023,Q-OXY 200 L.A,306OX03,2025-06,24 MESES,500 L,"50 ML
100 ML
250 ML
500 ML",SFC,,,,
06/06/2023,AUROVITEL,306AV02,2025-06,24 MESES,300 KG,"20 G
1 KG",PROQUIVET,,,,
06/06/2023,AUROTEL,306AU03,2025-06,24 MESES,200 L,250 ML,QOPPA,,,,
06/06/2023,AUROTEL,306AU04,2025-06,24 MESES,200 L,250 ML,QOPPA,,,,
08/06/2023,PENIDEXINA,306PS02,2025-06,24 MESES,"25,627 KG","4 MILLONES
8 MILLONES",LIXMAR,,,,
NE,Q-MUTIN,306MT05-2,2025-06,24 MESES,19600 KG,25 KG,PROQUIVET,,,,
NE,AURORAC,306RC05,2025-06,24 MESES,9575 KG,25 KG,ITALCOL,,,,
NE,Q-MUTIN,306MT05-2,2025-06,24 MESES,19600 KG,25 KG,PROQUIVET,,,,
NE,Q-SULFATYL-T,306SF05T,2025-06,24 MESES,9800 KG,25 KG,ITALCOL,,,,
NE,Q-MUTIN,306MT05-3,2025-06,24 MESES,7000 KG,25 KG,PROQUIVET,,,,
14/07/2023,AUROCEF POLVO,306CF02,2025-06,24 MESES,1 KG,"1 G
4 G",LIXMAR,,,,
14/07/2023,AUROCEF DILUENTE,306CF02,2025-06,24 MESES,20 L,"20 ML
80 ML",LIXMAR,,,,
NA,Q-MUTIN,306MT05,2025-06,24 MESES,300 KG,25 KG,PROQUIVET,,,,
13/12/2023,Q-TARTILO 100,401TT01,2025-07,18 MESES,300 KG,1 KG,FARMANDINA,,,,
10/06/2023,BRIO INCREASE,307BI02,2025-07,24 MESES,200 KG,2 KG,PROQUIVET,,,,
10/06/2023,BRIO PERFORMANCE,307BP02,2025-07,24 MESES,300 KG,2 KG,PROQUIVET,,,,
10/06/2023,BRIO PERFORMANCE,307BP03,2025-07,24 MESES,300 KG,2 KG,PROQUIVET,,,,
07/07/2023,DOXYCOL,307DO04,2025-07,24 MESES,300 KG,1 KG,PROQUIVET,,,,
14/07/2023,AUROFRESH CHAMPU,307AF06,2025-07,24 MESES,400 KG,"120 ML
250 ML",QOPPA,,,,
11/07/2023,CREO-TAY,307CT05,2025-07,24 MESES,1000 L,"250 ML
1000 ML",FARMATEC,,,,
14/07/2023,AUROFARVIT ORAL,307FO08,2025-07,24 MESES,1020 L,120 ML,QOPPA,,,,
14/07/2023,AUROFARVIT ORAL,307FO09,2025-07,24 MESES,1020 L,1000 ML,QOPPA,,,,
14/07/2023,AUROFARVIT ORAL,307FO10,2025-07,24 MESES,1020 L,4000 ML,QOPPA,,,,
NE,NICARCOX,307NX03,2025-07,24 MESES,7775 KG,25 KG,PROQUIVET,,,,
NE,HEPAXYN,307HP04,2025-07,24 MESES,5600 KG,25 KG,ITALCOL,,,,
27/07/2023,CABATEL NF,307CN02,2025-07,24 MESES,100 L,"20 ML
100 ML
500 ML",QOPPA,,,,
,Q-MUTIN,307MT06-1,2025-07,24 MESES,19600 KG,25 KG,PROQUIVET,,,,
NE,Q-MUTIN,307MT06-2,2025-07,24 MESES,19600 KG,25 KG,PROQUIVET,,,,
NE,Q-SULFATYL,307SF03,2025-07,24 MESES,600 KG,25 KG,PROQUIVET,,,,
NE,Q-CLORMUTIN,307CM02,2025-07,24 MESES,2800 KG,25 KG,ITALCOL,,,,
NE,AURORAC,307RC06,2025-07,24 MESES,9575 KG,25 KG,ITALCOL,,,,
NE,Q-SULFATYL-T,307SF06T,2025-07,24 MESES,8400 KG,25 KG,ITALCOL,,,,
NA,Q-MUTIN,307MT06,2025-07,24 MESES,300 KG,25 KG,PROQUIVET,,,,
31/07/2023,AUROPETS INCREASE,308AI02,2025-08,24 MESES,50 KG,200 G,FARMANDINA,,,,
31/07/2023,BRILLAPEL,308BR04,2025-08,24 MESES,300 KG,150 G,ITALCOL,,,,
31/07/2023,BRILLAPEL,308BR05,2025-08,24 MESES,300 KG,150 G,ITALCOL,,,,
31/07/2023,BRILLAPEL,308BR06,2025-08,24 MESES,300 KG,150 G,ITALCOL,,,,
03/08/2023,MELOXIDOL,308ME01,2025-08,24 MESES,100 L,"10 ML
50 ML
100 ML",DECNO,,,,
03/08/2023,FERRYDECK,308FD02,2025-08,24 MESES,100 L,"50 ML
100 ML",DECNO,,,,
NE,Q-TILMICOX,308TL01,2025-08,24 MESES,2800 KG,25 KG,PROQUIVET,,,,
NE,AURORAC,308RC07,2025-08,24 MESES,9575 KG,25 KG,ITALCOL,,,,
NE,HEPAXYN,308HP05,2025-08,24 MESES,7000 KG,25 KG,ITALCOL,,,,
14/08/2023,AUROFRESH CHAMPU,308AF05,2025-08,24 MESES,500 L,120 ML,QOPPA,,,,
NE,NICARCOX,308NX04,2025-08,24 MESES,7775 KG,25 KG,PROQUIVET,,,,
NE,Q-MUTIN,308MT07-1,2025-08,24 MESES,19600 KG,25 KG,PROQUIVET,,,,
NE,AUROQUINOL 60,308AQ05,2025-08,24 MESES,19600 KG,25 KG,ITALCOL,,,,
NE,AUROQUINOL 60,308AQ06,2025-08,24 MESES,6500 KG,25 KG,ITALCOL,,,,
NE,Q-SULFATYL-T,308SF07T,2025-08,24 MESES,8400 KG,25 KG,ITALCOL,,,,
31/08/2023,AUROVITEL,308AV03,2025-08,24 MESES,300 KG,1 KG,PROQUIVET,,,,
NE,HEPAXYN,308HP06,2025-08,24 MESES,4200 KG,25 KG,ITALCOL,,,,
NE,Q-MUTIN,308MT07-2,2025-08,24 MESES,19600 KG,25 KG,PROQUIVET,,,,
25/08/2023,Q-MUTIN,309MT08,2025-09,24 MESES,300 KG,25 KG,PROQUIVET,,,,
25/08/2023,Q-MUTIN,309MT09,2025-09,24 MESES,300 KG,25 KG,PROQUIVET,,,,
25/08/2023,Q-MUTIN,309MT10,2025-09,24 MESES,300 KG,25 KG,PROQUIVET,,,,
25/08/2023,Q-MUTIN,309MT11,2025-09,24 MESES,300 KG,25 KG,PROQUIVET,,,,
30/08/2023,EQUINOLISINA,309EQ02,2025-09,24 MESES,300 KG,1 KG,FARMANDINA,,,,
30/08/2023,BRILLAPEL EMULSIÓN,309BE02,2025-09,24 MESES,500 L,"130 ML
270 ML",QOPPA,,,,
12/09/2023,ANAPIRAN,309AN02,2025-09,24 MESES,300 L,"50 ML
250 ML
500 ML",DECNO,,,,
15/09/2023,AUROFARVIT INYECTABLE,309FI03,2025-09,24 MESES,500 L,"10 ML
50 ML
100 ML
250 ML
500 ML",DECNO,,,,
